,Topic_0,Topic_1,Topic_2,title,Order,genres,rating
148,0.2784212827682495,0.49228566884994507,0.2292930632829666,Ant-Man and the Wasp,"1,0,2","['Comedy', 'Sci', 'Adventure', 'Action']",7.1
149,0.28242212533950806,0.4546352028846741,0.26294270157814026,How to Train Your Dragon 2,"1,0,2","['Adventure', 'Family', 'Fantasy', 'Animation', 'Action']",7.8
150,0.023574229329824448,0.1731027215719223,0.8033230304718018,Logan,"2,1,0","['Thriller', 'Sci', 'Action', 'Drama']",8.1
151,0.3622666895389557,0.43470388650894165,0.20302940905094147,The Lost World: Jurassic Park,"1,0,2","['Sci', 'Adventure', 'Action']",6.6
152,0.23656383156776428,0.41956114768981934,0.3438750207424164,Casino Royale,"1,2,0","['Thriller', 'Adventure', 'Action']",8.0
153,0.06299839913845062,0.8630021214485168,0.07399948686361313,The Passion of the Christ,"1,2,0",['Drama'],7.2
154,0.5299526453018188,0.44550907611846924,0.024538256227970123,Mamma Mia!,"0,1,2","['Musical', 'Romance', 'Comedy']",6.4
155,0.5513826012611389,0.3214176595211029,0.12719972431659698,Life of Pi,"0,1,2","['Adventure', 'Fantasy', 'Drama']",7.9
156,0.11313831806182861,0.5017692446708679,0.3850924074649811,Transformers: The Last Knight,"1,2,0","['Sci', 'Adventure', 'Action']",5.2
157,0.4266980290412903,0.23137187957763672,0.3419300615787506,Madagascar: Escape 2 Africa,"0,2,1","['Family', 'Adventure', 'Comedy', 'Animation']",6.6
158,0.24620366096496582,0.6226049065589905,0.1311914026737213,War of the Worlds,"1,0,2","['Thriller', 'Sci', 'Adventure']",6.5
159,0.5123562812805176,0.026398874819278717,0.4612448215484619,Tangled,"0,2,1","['Musical', 'Adventure', 'Comedy', 'Family', 'Romance', 'Fantasy', 'Animation']",7.7
160,0.49494725465774536,0.3474091589450836,0.15764357149600983,Quantum of Solace,"0,1,2","['Thriller', 'Adventure', 'Action']",6.6
161,0.5335574746131897,0.04216552898287773,0.42427700757980347,Men in Black,"0,2,1","['Comedy', 'Sci', 'Adventure', 'Action']",7.3
162,0.03735778108239174,0.5266413688659668,0.43600085377693176,The Croods,"1,2,0","['Adventure', 'Comedy', 'Family', 'Fantasy', 'Animation', 'Action']",7.2
163,0.45572882890701294,0.21969953179359436,0.3245716392993927,The Hangover Part II,"0,2,1",['Comedy'],6.4
164,0.47233232855796814,0.5114096403121948,0.01625801995396614,I Am Legend,"1,0,2","['Adventure', 'Drama', 'Thriller', 'Sci', 'Action']",7.2
165,0.22088275849819183,0.4918694496154785,0.28724777698516846,Iron Man,"1,2,0","['Sci', 'Adventure', 'Action']",7.9
166,0.19313153624534607,0.45099782943725586,0.3558706045150757,Ready Player One,"1,2,0","['Sci', 'Adventure', 'Action']",7.5
167,0.3379293978214264,0.23369552195072174,0.4283750355243683,How to Train Your Dragon: The Hidden World,"2,0,1","['Adventure', 'Family', 'Fantasy', 'Animation', 'Action']",7.5
168,0.6915100812911987,0.0253703985363245,0.2831195294857025,Operation Red Sea,"0,2,1","['Thriller', 'War', 'Action', 'Drama']",6.7
169,0.2899196445941925,0.15823926031589508,0.551841139793396,Night at the Museum,"2,0,1","['Fantasy', 'Family', 'Adventure', 'Comedy']",6.4
170,0.6080178618431091,0.030766015872359276,0.36121615767478943,Fifty Shades of Grey,"0,2,1","['Romance', 'Thriller', 'Drama']",4.1
171,0.6500430703163147,0.21473369002342224,0.13522323966026306,Kong: Skull Island,"0,1,2","['Fantasy', 'Sci', 'Adventure', 'Action']",6.6
172,0.4850790798664093,0.3415469229221344,0.1733739823102951,The Smurfs,"0,1,2","['Adventure', 'Comedy', 'Family', 'Fantasy', 'Animation']",5.4
173,0.3461814820766449,0.5420736074447632,0.1117449551820755,King Kong,"1,0,2","['Romance', 'Adventure', 'Action', 'Drama']",7.2
174,0.3224818706512451,0.4896852374076843,0.18783286213874817,Cars 2,"1,0,2","['Sport', 'Adventure', 'Comedy', 'Family', 'Animation']",6.1
175,0.33207395672798157,0.3597715198993683,0.30815452337265015,Puss in Boots,"1,0,2","['Mystery', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Animation']",6.6
176,0.22514700889587402,0.7271370887756348,0.047715924680233,The Mermaid,"1,0,2","['Fantasy', 'Romance', 'Comedy', 'Drama']",6.2
177,0.24323402345180511,0.08394920080900192,0.672816812992096,Armageddon,"2,0,1","['Thriller', 'Sci', 'Adventure', 'Action']",6.7
178,0.6387847065925598,0.016272790729999542,0.34494251012802124,The Day After Tomorrow,"0,2,1","['Thriller', 'Sci', 'Adventure', 'Action']",6.4
179,0.4643283486366272,0.5087470412254333,0.026924576610326767,Ted,"1,0,2",['Comedy'],6.9
180,0.39093127846717834,0.025043582543730736,0.5840251445770264,Star Wars: Episode V - The Empire Strikes Back,"2,0,1","['Fantasy', 'Sci', 'Adventure', 'Action']",8.7
181,0.3689780533313751,0.36879763007164,0.26222434639930725,American Sniper,"0,1,2","['Biography', 'War', 'Action', 'Drama']",7.3
182,0.33450567722320557,0.30249208211898804,0.3630022704601288,Mission: Impossible II,"2,0,1","['Thriller', 'Adventure', 'Action']",6.1
183,0.41363444924354553,0.3040497303009033,0.28231579065322876,Detective Chinatown 2,"0,1,2","['Mystery', 'Comedy', 'Action']",6.0
